"CUSTOMER_KEY"	"CUSTOMER_ID"	"OPERATING_REVENUE_TRAILING_365"	"CUSTOMER_ORDER_FIRST_PLACED_DTTM"	"CUSTOMER_ADDRESS_ZIP"	"CUSTOMER_ADDRESS_CITY"	"CUSTOMER_ADDRESS_STATE"	"name"	"email"	"password_hash"	"password"	"persona_summary"	"preferred_brands"	"special_diet"	"possible_next_buys"	"price_range_food"	"price_range_treats"	"price_range_waste_management"	"price_range_beds"	"price_range_feeders"	"price_range_leashes_and_collars"
"1123510117"	"21015334"	"5542.66018"	"2017-08-20 00:00:00.000"	"28721-0196"	"Clyde"	"NC"	"Jacqueline Erickson"	"jacqueline.erickson@gmail.com"	"$2b$12$ZHKDOaur1rTf5Vp5bjkPwuxjbDYGLd7hNiQe.G/ntXEkwLrvFgiq2"	"Xj0uQYy0M^*w"	"This user demonstrates a balanced pet shopping behavior with a moderate loyalty to brands, primarily purchasing bowls, feeders, and beds. They have a preference for higher quality products, with an average purchase price of $69.02 and a tendency to shop within the mid-price range. Recent purchases indicate a focus on reliable and functional pet supplies, specifically from Neater Pets and Purina ONE, suggesting an inclination towards well-reviewed brands."	"[""Neater Pets"", ""Purina ONE"", ""Frisco""]"	"[""With Grain""]"	"Recently bought dog bowls and a bed, so might buy dog toys or grooming supplies."	"{""min"": 33.48, ""max"": 33.48}"	"{}"	"{}"	"{""min"": 153.0, ""max"": 153.0}"	"{""min"": 38.99, ""max"": 65.99}"	"{}"
"30184012596"	"88202327"	"5541.09063"	"2020-03-08 00:00:00.000"	"98908-5012"	"YAKIMA"	"WA"	"Jeffery Walker"	"jeffery.walker@gmail.com"	"$2b$12$bvCaVb0zgsPDE6NXOy64nu8cYruXRg8Cox.Ea4vWaq1BPUT7JWBJC"	"4^2hrNqM4D@1"	"This user exhibits initial exploration behavior in pet shopping, shown by a single click on a product from the Food category. They have not made any purchases, indicating either a lack of brand loyalty or a possible indecision in their shopping journey. The user engaged with a product priced at $89.95, which suggests they are looking at premium offerings. However, with a 0% conversion rate, there are opportunities to improve their experience to encourage purchases."	"[""Farmina""]"	"[]"	""	"{""min"": 89.95, ""max"": 89.95}"	"{}"	"{}"	"{}"	"{}"	"{}"
"22107750328"	"66585968"	"5538.20637"	"2019-07-09 00:00:00.000"	"07856-1401"	"MOUNT ARLINGTON"	"NJ"	"Hunter Smith"	"hunter.smith@gmail.com"	"$2b$12$oijsj8rFzPILTxH00BknveZF/heyYKR5ghPkiyngOT7ccqbcIreC."	"Lw3#eOpoZ&BX"	"The user demonstrates a moderate level of engagement with pet shopping, showcasing a balanced purchase behavior across various categories, particularly in Bowls & Feeders and Beds, Crates & Gear. They exhibit a preference for specific brands such as Frisco and Necoichi, although brand loyalty is relatively low, with most purchases being one-time. The user tends to favor mid to high-priced products, spending an average of $32.17 overall with a notable interest in quality items, as indicated by their recent purchases of elevated feeders and a stylish cat tree."	"[""Frisco"", ""Necoichi"", ""Catit"", ""Only Natural Pet""]"	"[""Human-Grade"", ""Pea-Free""]"	"Recently bought Only Natural Pet Free-Range Chicken Bone Broth and Necoichi Ceramic Elevated Cat Food & Water Bowl Set, so might buy another elevated feeding option."	"{""min"": 8.82, ""max"": 8.82}"	"{}"	"{}"	"{}"	"{}"	"{}"
"1192274"	"9178556"	"5537.37362"	"2016-07-23 00:00:00.000"	"94705"	"Berkeley"	"CA"	"Timothy Good"	"timothy.good@gmail.com"	"$2b$12$.W5tlOf/LAoJtV/DDSNyCeegwr3xpXBkJWVzEtQZIF4oMk0gyffM2"	"!2uNC2dfb^ZU"	"This user demonstrates a mix of practicality and brand loyalty in their pet shopping behavior. They have made 17 purchases out of 95 events, with a higher tendency to buy litter and accessories, as indicated by a purchase ratio of 0.38 in that category. The user tends to shop for food and health products as well, showing a significant spend on items like Pedigree and Fancy Feast. Their average spending is around $22.93, with a clear preference for low to mid-priced items, primarily within the 'Food' and 'Litter & Accessories' categories."	"[""Frisco"", ""Fancy Feast"", ""Pedigree""]"	"[""With Grain""]"	"Recently bought Pedigree dog food and Fancy Feast canned food, so might buy more dog food or treats."	"{""min"": 13.98, ""max"": 20.97}"	"{}"	"{""min"": 24.99, ""max"": 38.06}"	"{}"	"{}"	"{}"
"21267753259"	"65287737"	"5536.83781"	"2019-07-05 00:00:00.000"	"21154-1030"	"STREET"	"MD"	"Robert Rivera"	"robert.rivera@gmail.com"	"$2b$12$7hTrt3N4UJ01g1WYzl0PWuDWa7VCF9zxFcdQYGhaoOFsaMnhFkj3."	"e9d4nUwO)I7K"	"The user exhibits a strong preference for Royal Canin, having made the majority of their purchases in the food category, particularly wet cat food and dog food tailored for sensitive stomachs. Their spending habits suggest a mid to high range buyer, with an average purchase price of around $60, reflecting brand loyalty mainly towards Hill's Science Diet despite a higher total spend on Royal Canin. The user is likely to continue purchasing premium pet food products to maintain their pets' health and wellness."	"[""Royal Canin"", ""Hill's Science Diet"", ""Purina Pro Plan""]"	"[""With Grain"", ""High Fiber"", ""Weight Control"", ""No Corn No Wheat No Soy"", ""High-Protein""]"	"Recently bought Royal Canin and Purina Pro Plan food products, so might buy new treats or accessories."	"{""min"": 49.08, ""max"": 77.48}"	"{""min"": 42.64, ""max"": 42.64}"	"{}"	"{}"	"{}"	"{""min"": 20.12, ""max"": 20.12}"
"3621000135"	"35285420"	"5536.65687"	"2018-05-20 00:00:00.000"	"89169"	"Las Vegas"	"NV"	"Amber Davis"	"amber.davis@gmail.com"	"$2b$12$bfEGo5gLe67l1kEItjWfGOb24KW.bw/YzJzbxbWwU3bgtnjSCNOz2"	"ei7eEnqi!_43"	"This user is highly dedicated to purchasing premium pet food and treats, demonstrating strong brand loyalty to 'Taste of the Wild' for food and 'Bones & Chews' for treats. With a perfect conversion rate of 100%, they exhibit a consistent buying behavior, spending a total of approximately $359 on pet food and $6 on treats. The user's preference leans towards grain-free options, and they frequently select higher-end products, with an average spend of $35.99 per transaction."	"[""Taste of the Wild"", ""Bones & Chews""]"	"[""Grain-Free""]"	"Recently bought multiple bags of grain-free food, so might buy additional treats or another variety of 'Taste of the Wild' food."	"{""min"": 58.99, ""max"": 58.99}"	"{}"	"{}"	"{}"	"{}"	"{}"
"29910506673"	"87314257"	"5534.44061"	"2020-02-29 00:00:00.000"	"18966-3818"	"SOUTHAMPTON"	"PA"	"David Chen"	"david.chen@gmail.com"	"$2b$12$zWqwwr7s7an0DHeJ5jaoDOTzaUsMUb9QkPWpXGqdCMOr8FeJJ3tE2"	"ilefiEq@(7O$"	"This user exhibits a strong preference for dog treats, particularly from the SmartBones brand, indicating a focus on high-quality, rawhide-free options. They have a moderate spending habit, with an average spend around $15, but a higher average for food purchases at about $48.96. The user prefers grain-free options and is actively engaged in purchasing, showing a notable conversion rate of 36%. They are likely to continue buying from brands they are loyal to, such as SmartBones and Wellness."	"[""SmartBones"", ""Wellness""]"	"[""Grain-Free"", ""Rawhide-Free""]"	"Recently bought treats and grain-free dog food, so might buy more grain-free treats."	"{""min"": 48.96, ""max"": 48.96}"	"{}"	"{}"	"{}"	"{}"	"{}"
"7226737"	"2614378"	"5533.00404"	"2014-10-29 00:00:00.000"	"48236-2631"	"grosse pointe shores"	"MI"	"Michelle Salazar"	"michelle.salazar@gmail.com"	"$2b$12$bi7HcaBjIxNZDLBcM4tlueB4zdqqotMokjwR6SSfGOhlrJCwio/Fq"	"k9bCbnS+^OlE"	"The user exhibits a strong preference for purchasing dog food and treats. They have demonstrated brand loyalty primarily towards Purina Beneful, Milk-Bone, and Canine Carry Outs, with a tendency to buy food products that maintain a higher protein content and include grains. Spending habits indicate a focus on mid to low-priced items, as reflected in their average expenditure of approximately $13.93 per product. The user has made frequent purchases, particularly in the 'Food' and 'Treats' categories, suggesting they prioritize these products for their pet's nutrition and enjoyment."	"[""Purina Beneful"", ""Milk-Bone"", ""Canine Carry Outs""]"	"[""High-Protein"", ""With Grain"", ""Pea-Free"", ""Rawhide-Free""]"	"Recently bought Canine Carry Outs and Milk-Bone treats, so might buy more treats or related accessories."	"{""min"": 16.48, ""max"": 16.48}"	"{""min"": 8.99, ""max"": 14.48}"	"{}"	"{}"	"{}"	"{}"
"55494587928"	"257450576"	"5532.60944"	"2022-05-26 00:00:00.000"	"13143-4225"	"RED CREEK"	"NY"	"Kevin Frazier"	"kevin.frazier@gmail.com"	"$2b$12$xgzbrrb4m.gkLZ7zIuUUIu21I7lV0XxtiRpXS0SM92A3/Nil1177G"	"L%zaP*ffW+5P"	"The user exhibits a diverse pet shopping behavior, with a notable focus on food and litter products. They have a moderate level of brand loyalty, primarily towards Friskies, with significant spending observed on both food and pet gear. The average price of purchases indicates a preference for budget-friendly options, particularly in the food category. Recent purchases suggest they prefer affordable yet effective products for their cat's diet and waste management."	"[""Friskies"", ""Blue Buffalo"", ""Frisco""]"	"[""Indoor"", ""No Corn No Wheat No Soy"", ""Natural""]"	"Recently bought Friskies and Blue Buffalo food, so might buy more Friskies or try another variant from Blue Buffalo."	"{""min"": 14.38, ""max"": 16.01}"	"{}"	"{""min"": 8.99, ""max"": 8.99}"	"{}"	"{}"	"{}"
"69808831445"	"905105277"	"5530.66122"	"2022-12-27 00:00:00.000"	"97360-0056"	"MILL CITY"	"OR"	"Jesse Green"	"jesse.green@gmail.com"	"$2b$12$1hTpLOe1fwiLPvi9VzLDY.qfs.0H5RoDiKg45f9Qf..8ODIN0ZuvK"	"^3zMMZ#P_qYt"	"The user exhibits a strong loyalty towards specific brands, primarily Blue Buffalo, Purina ONE, and Fancy Feast, with a consistent purchasing behavior reflected in a high conversion rate of 1.0. They predominantly purchase pet food, with a preference for grain-free options, spending an average of $34.73 per item. Recently, the user has shown interest in high-protein canned food options for both dogs and cats, demonstrating a focus on quality and nutritional value."	"[""Blue Buffalo"", ""Purina ONE"", ""Fancy Feast""]"	"[""Grain-Free"", ""Weight Control""]"	"Recently bought grain-free canned dog food and weight-control cat food, so might buy more high-protein snacks for dogs or cats."	"{""min"": 20.97, ""max"": 39.74}"	"{}"	"{}"	"{}"	"{}"	"{}"
"5053250183"	"39433449"	"5528.046"	"2018-07-29 00:00:00.000"	"77447-6617"	"Hockley"	"TX"	"Stephanie Serrano"	"stephanie.serrano@gmail.com"	"$2b$12$X.oD.nMWE2YUyLvliweWM.xAaMlrJ6vilzOgFhtj.0M1hsA8Z4aVm"	"w084EwRTCh*E"	"This user demonstrates a balanced pet shopping behavior with a moderate loyalty to brands, primarily purchasing bowls, feeders, and beds. They have a preference for higher quality products, with an average purchase price of $69.02 and a tendency to shop within the mid-price range. Recent purchases indicate a focus on reliable and functional pet supplies, specifically from Neater Pets and Purina ONE, suggesting an inclination towards well-reviewed brands."	"[""Neater Pets"", ""Purina ONE"", ""Frisco""]"	"[""With Grain""]"	"Recently bought dog bowls and a bed, so might buy dog toys or grooming supplies."	"{""min"": 33.48, ""max"": 33.48}"	"{}"	"{}"	"{""min"": 153.0, ""max"": 153.0}"	"{""min"": 38.99, ""max"": 65.99}"	"{}"
"25351255464"	"74220596"	"5527.51583"	"2019-10-13 04:00:00.000"	"65613-8039"	"BOLIVAR"	"MO"	"Daniel Spencer"	"daniel.spencer@gmail.com"	"$2b$12$t9cZXb3yWUfz2lqa9AZG1eVydBdURT8zIcZ43BwToFg7CuPx7rxuC"	"yuYFJ6q#L&0Y"	"This user exhibits initial exploration behavior in pet shopping, shown by a single click on a product from the Food category. They have not made any purchases, indicating either a lack of brand loyalty or a possible indecision in their shopping journey. The user engaged with a product priced at $89.95, which suggests they are looking at premium offerings. However, with a 0% conversion rate, there are opportunities to improve their experience to encourage purchases."	"[""Farmina""]"	"[]"	""	"{""min"": 89.95, ""max"": 89.95}"	"{}"	"{}"	"{}"	"{}"	"{}"
"3974121"	"3580563"	"5520.50519"	"2015-03-24 00:00:00.000"	"01451-1846"	"Harvard"	"MA"	"Patty Crawford"	"patty.crawford@gmail.com"	"$2b$12$8K67Z/Zjw2hCuDSOnrtyFe51PzThxqyOC/3PAizZd6cEqZX4pJIjm"	"E$3(2pVk)ppn"	"The user demonstrates a moderate level of engagement with pet shopping, showcasing a balanced purchase behavior across various categories, particularly in Bowls & Feeders and Beds, Crates & Gear. They exhibit a preference for specific brands such as Frisco and Necoichi, although brand loyalty is relatively low, with most purchases being one-time. The user tends to favor mid to high-priced products, spending an average of $32.17 overall with a notable interest in quality items, as indicated by their recent purchases of elevated feeders and a stylish cat tree."	"[""Frisco"", ""Necoichi"", ""Catit"", ""Only Natural Pet""]"	"[""Human-Grade"", ""Pea-Free""]"	"Recently bought Only Natural Pet Free-Range Chicken Bone Broth and Necoichi Ceramic Elevated Cat Food & Water Bowl Set, so might buy another elevated feeding option."	"{""min"": 8.82, ""max"": 8.82}"	"{}"	"{}"	"{}"	"{}"	"{}"
"3291000836"	"34886239"	"5519.39701"	"2018-05-15 04:00:00.000"	"93441"	"Los Olivos"	"CA"	"Paul Turner MD"	"paul.md@gmail.com"	"$2b$12$61H3heS6bBqcQZ5lyKz9x./5RoKdKTeLdDez1fG2VMfY5kzz2g4n2"	"&^k&7HosZa&7"	"This user demonstrates a mix of practicality and brand loyalty in their pet shopping behavior. They have made 17 purchases out of 95 events, with a higher tendency to buy litter and accessories, as indicated by a purchase ratio of 0.38 in that category. The user tends to shop for food and health products as well, showing a significant spend on items like Pedigree and Fancy Feast. Their average spending is around $22.93, with a clear preference for low to mid-priced items, primarily within the 'Food' and 'Litter & Accessories' categories."	"[""Frisco"", ""Fancy Feast"", ""Pedigree""]"	"[""With Grain""]"	"Recently bought Pedigree dog food and Fancy Feast canned food, so might buy more dog food or treats."	"{""min"": 13.98, ""max"": 20.97}"	"{}"	"{""min"": 24.99, ""max"": 38.06}"	"{}"	"{}"	"{}"
"71469343359"	"279434559"	"5517.22949"	"2023-01-30 00:00:00.000"	"21010"	"Gunpowder"	"MD"	"Andre Moody"	"andre.moody@gmail.com"	"$2b$12$ybR6G4tdQhx3l1bosgNWH.B8582N7ItdBUrWUS61z/qPzddCMd7DK"	"%KRZNu3@419o"	"The user exhibits a strong preference for Royal Canin, having made the majority of their purchases in the food category, particularly wet cat food and dog food tailored for sensitive stomachs. Their spending habits suggest a mid to high range buyer, with an average purchase price of around $60, reflecting brand loyalty mainly towards Hill's Science Diet despite a higher total spend on Royal Canin. The user is likely to continue purchasing premium pet food products to maintain their pets' health and wellness."	"[""Royal Canin"", ""Hill's Science Diet"", ""Purina Pro Plan""]"	"[""With Grain"", ""High Fiber"", ""Weight Control"", ""No Corn No Wheat No Soy"", ""High-Protein""]"	"Recently bought Royal Canin and Purina Pro Plan food products, so might buy new treats or accessories."	"{""min"": 49.08, ""max"": 77.48}"	"{""min"": 42.64, ""max"": 42.64}"	"{}"	"{}"	"{}"	"{""min"": 20.12, ""max"": 20.12}"
"8888820"	"7139842"	"5516.10865"	"2016-03-21 00:00:00.000"	"80521-4363"	"Fort Collins"	"CO"	"Bernard Perry"	"bernard.perry@gmail.com"	"$2b$12$oU7K6OkfxbrrQqCd6OAmTe1PN4onYgDYqJ8Z5Fs6bhquXRlxn.M3y"	")aY5CRcle1(P"	"This user is highly dedicated to purchasing premium pet food and treats, demonstrating strong brand loyalty to 'Taste of the Wild' for food and 'Bones & Chews' for treats. With a perfect conversion rate of 100%, they exhibit a consistent buying behavior, spending a total of approximately $359 on pet food and $6 on treats. The user's preference leans towards grain-free options, and they frequently select higher-end products, with an average spend of $35.99 per transaction."	"[""Taste of the Wild"", ""Bones & Chews""]"	"[""Grain-Free""]"	"Recently bought multiple bags of grain-free food, so might buy additional treats or another variety of 'Taste of the Wild' food."	"{""min"": 58.99, ""max"": 58.99}"	"{}"	"{}"	"{}"	"{}"	"{}"
"3175022"	"8506854"	"5514.24219"	"2016-06-16 04:00:00.000"	"94063-3919"	"REDWOOD CITY"	"CA"	"Kimberly Wright"	"kimberly.wright@gmail.com"	"$2b$12$Vh9ydoHwxAqjrJRIoHYnOOOLNkZnYvL55mmia09vOvp3Kgf5LqyfK"	"Cd4NYmC!$fxq"	"This user exhibits a strong preference for dog treats, particularly from the SmartBones brand, indicating a focus on high-quality, rawhide-free options. They have a moderate spending habit, with an average spend around $15, but a higher average for food purchases at about $48.96. The user prefers grain-free options and is actively engaged in purchasing, showing a notable conversion rate of 36%. They are likely to continue buying from brands they are loyal to, such as SmartBones and Wellness."	"[""SmartBones"", ""Wellness""]"	"[""Grain-Free"", ""Rawhide-Free""]"	"Recently bought treats and grain-free dog food, so might buy more grain-free treats."	"{""min"": 48.96, ""max"": 48.96}"	"{}"	"{}"	"{}"	"{}"	"{}"
"1012256"	"802699"	"5512.56934"	"2013-10-10 00:00:00.000"	"93110-2406"	"Santa Barbara"	"CA"	"Samantha Mcdonald"	"samantha.mcdonald@gmail.com"	"$2b$12$FFAmwa/YXoftt6ZSIi/8nOABwkuVS.iHyy32KdsbW5708U6YBsmGK"	"&6AxSV6POxLr"	"The user exhibits a strong preference for purchasing dog food and treats. They have demonstrated brand loyalty primarily towards Purina Beneful, Milk-Bone, and Canine Carry Outs, with a tendency to buy food products that maintain a higher protein content and include grains. Spending habits indicate a focus on mid to low-priced items, as reflected in their average expenditure of approximately $13.93 per product. The user has made frequent purchases, particularly in the 'Food' and 'Treats' categories, suggesting they prioritize these products for their pet's nutrition and enjoyment."	"[""Purina Beneful"", ""Milk-Bone"", ""Canine Carry Outs""]"	"[""High-Protein"", ""With Grain"", ""Pea-Free"", ""Rawhide-Free""]"	"Recently bought Canine Carry Outs and Milk-Bone treats, so might buy more treats or related accessories."	"{""min"": 16.48, ""max"": 16.48}"	"{""min"": 8.99, ""max"": 14.48}"	"{}"	"{}"	"{}"	"{}"
"6990355"	"1761177"	"5511.15117"	"2014-05-18 00:00:00.000"	"33406"	"West Palm Beach"	"FL"	"Brenda Hall"	"brenda.hall@gmail.com"	"$2b$12$XfqrTDHnP0DcO/L9GXpMKOR5VAMEQmfaHxvNPcWBd2aVri/XZyxKS"	"Qd8@J@Zy(n$V"	"The user exhibits a diverse pet shopping behavior, with a notable focus on food and litter products. They have a moderate level of brand loyalty, primarily towards Friskies, with significant spending observed on both food and pet gear. The average price of purchases indicates a preference for budget-friendly options, particularly in the food category. Recent purchases suggest they prefer affordable yet effective products for their cat's diet and waste management."	"[""Friskies"", ""Blue Buffalo"", ""Frisco""]"	"[""Indoor"", ""No Corn No Wheat No Soy"", ""Natural""]"	"Recently bought Friskies and Blue Buffalo food, so might buy more Friskies or try another variant from Blue Buffalo."	"{""min"": 14.38, ""max"": 16.01}"	"{}"	"{""min"": 8.99, ""max"": 8.99}"	"{}"	"{}"	"{}"
"1885750519"	"26226450"	"5510.75751"	"2017-12-16 00:00:00.000"	"70510-2247"	"ABBEVILLE"	"LA"	"Sheila Santos"	"sheila.santos@gmail.com"	"$2b$12$wm/0VLMkwIYTs1yYeNGox.lNo3y05suG2C.RDkC9uo9.vXS77oy5q"	"JaNF_vOpW^7r"	"The user exhibits a strong loyalty towards specific brands, primarily Blue Buffalo, Purina ONE, and Fancy Feast, with a consistent purchasing behavior reflected in a high conversion rate of 1.0. They predominantly purchase pet food, with a preference for grain-free options, spending an average of $34.73 per item. Recently, the user has shown interest in high-protein canned food options for both dogs and cats, demonstrating a focus on quality and nutritional value."	"[""Blue Buffalo"", ""Purina ONE"", ""Fancy Feast""]"	"[""Grain-Free"", ""Weight Control""]"	"Recently bought grain-free canned dog food and weight-control cat food, so might buy more high-protein snacks for dogs or cats."	"{""min"": 20.97, ""max"": 39.74}"	"{}"	"{}"	"{}"	"{}"	"{}"
"3918479"	"3120709"	"5509.78107"	"2015-02-21 00:00:00.000"	"11967"	"Shirley"	"NY"	"Terry Marshall"	"terry.marshall@gmail.com"	"$2b$12$VLRJuRhL6BiKVQSvWtd0x.x6kGviPnjRq/lmLB3j1cB9v9Ok64V1K"	"S1_)0UgnBJm)"	"This user demonstrates a balanced pet shopping behavior with a moderate loyalty to brands, primarily purchasing bowls, feeders, and beds. They have a preference for higher quality products, with an average purchase price of $69.02 and a tendency to shop within the mid-price range. Recent purchases indicate a focus on reliable and functional pet supplies, specifically from Neater Pets and Purina ONE, suggesting an inclination towards well-reviewed brands."	"[""Neater Pets"", ""Purina ONE"", ""Frisco""]"	"[""With Grain""]"	"Recently bought dog bowls and a bed, so might buy dog toys or grooming supplies."	"{""min"": 33.48, ""max"": 33.48}"	"{}"	"{}"	"{""min"": 153.0, ""max"": 153.0}"	"{""min"": 38.99, ""max"": 65.99}"	"{}"
"32983752192"	"98092859"	"5509.46885"	"2020-05-29 04:00:00.000"	"11373-3950"	"ELMHURST"	"NY"	"Mark Sullivan"	"mark.sullivan@gmail.com"	"$2b$12$wVWy9gNvDOCurS59N/oXuuuWKmQev.29cAcyeoTyAsMeV8bBH0dz."	"%2VLdp1e#EMa"	"This user exhibits initial exploration behavior in pet shopping, shown by a single click on a product from the Food category. They have not made any purchases, indicating either a lack of brand loyalty or a possible indecision in their shopping journey. The user engaged with a product priced at $89.95, which suggests they are looking at premium offerings. However, with a 0% conversion rate, there are opportunities to improve their experience to encourage purchases."	"[""Farmina""]"	"[]"	""	"{""min"": 89.95, ""max"": 89.95}"	"{}"	"{}"	"{}"	"{}"	"{}"
"1208930"	"9148195"	"5501.81515"	"2016-07-21 04:00:00.000"	"93711-0441"	"Fresno"	"CA"	"Mary Smith"	"mary.smith@gmail.com"	"$2b$12$BHOK2OEjfvvTiQTFZhOIn.hJUkFHh5UIvsbIDn013KdiE6xQdQc02"	"&P1(aVkk$zeu"	"The user demonstrates a moderate level of engagement with pet shopping, showcasing a balanced purchase behavior across various categories, particularly in Bowls & Feeders and Beds, Crates & Gear. They exhibit a preference for specific brands such as Frisco and Necoichi, although brand loyalty is relatively low, with most purchases being one-time. The user tends to favor mid to high-priced products, spending an average of $32.17 overall with a notable interest in quality items, as indicated by their recent purchases of elevated feeders and a stylish cat tree."	"[""Frisco"", ""Necoichi"", ""Catit"", ""Only Natural Pet""]"	"[""Human-Grade"", ""Pea-Free""]"	"Recently bought Only Natural Pet Free-Range Chicken Bone Broth and Necoichi Ceramic Elevated Cat Food & Water Bowl Set, so might buy another elevated feeding option."	"{""min"": 8.82, ""max"": 8.82}"	"{}"	"{}"	"{}"	"{}"	"{}"
"16926750826"	"58767153"	"5500.68968"	"2019-04-14 00:00:00.000"	"34771-7929"	"SAINT CLOUD"	"FL"	"Veronica Roberts"	"veronica.roberts@gmail.com"	"$2b$12$31RMfZD9gUaaDl/TSCV/7OJF.03t9OIey2fFKWI8X8D/ESCTmh9s."	"1dmb5sL+@3Nm"	"This user demonstrates a mix of practicality and brand loyalty in their pet shopping behavior. They have made 17 purchases out of 95 events, with a higher tendency to buy litter and accessories, as indicated by a purchase ratio of 0.38 in that category. The user tends to shop for food and health products as well, showing a significant spend on items like Pedigree and Fancy Feast. Their average spending is around $22.93, with a clear preference for low to mid-priced items, primarily within the 'Food' and 'Litter & Accessories' categories."	"[""Frisco"", ""Fancy Feast"", ""Pedigree""]"	"[""With Grain""]"	"Recently bought Pedigree dog food and Fancy Feast canned food, so might buy more dog food or treats."	"{""min"": 13.98, ""max"": 20.97}"	"{}"	"{""min"": 24.99, ""max"": 38.06}"	"{}"	"{}"	"{}"
"174500888"	"13121972"	"5500.14573"	"2017-01-13 00:00:00.000"	"92007"	"Cardiff"	"CA"	"Howard Andrade"	"howard.andrade@gmail.com"	"$2b$12$C..lizhSj2IiW0FfB.VhI.Roe1UREixDKvwpAYTIYqf2QuBE6P536"	"dOvBclI3*0Ro"	"The user exhibits a strong preference for Royal Canin, having made the majority of their purchases in the food category, particularly wet cat food and dog food tailored for sensitive stomachs. Their spending habits suggest a mid to high range buyer, with an average purchase price of around $60, reflecting brand loyalty mainly towards Hill's Science Diet despite a higher total spend on Royal Canin. The user is likely to continue purchasing premium pet food products to maintain their pets' health and wellness."	"[""Royal Canin"", ""Hill's Science Diet"", ""Purina Pro Plan""]"	"[""With Grain"", ""High Fiber"", ""Weight Control"", ""No Corn No Wheat No Soy"", ""High-Protein""]"	"Recently bought Royal Canin and Purina Pro Plan food products, so might buy new treats or accessories."	"{""min"": 49.08, ""max"": 77.48}"	"{""min"": 42.64, ""max"": 42.64}"	"{}"	"{}"	"{}"	"{""min"": 20.12, ""max"": 20.12}"
"50658597570"	"196852475"	"5499.45222"	"2021-12-02 00:00:00.000"	"27549-9227"	"LOUISBURG"	"NC"	"Todd Robertson"	"todd.robertson@gmail.com"	"$2b$12$nWXNtnTNoLzbDkWCupAeGexx0xKo/OW8hcF5.hZ3Lub6xtWL2L59K"	"Q1E(smxA4bkU"	"This user is highly dedicated to purchasing premium pet food and treats, demonstrating strong brand loyalty to 'Taste of the Wild' for food and 'Bones & Chews' for treats. With a perfect conversion rate of 100%, they exhibit a consistent buying behavior, spending a total of approximately $359 on pet food and $6 on treats. The user's preference leans towards grain-free options, and they frequently select higher-end products, with an average spend of $35.99 per transaction."	"[""Taste of the Wild"", ""Bones & Chews""]"	"[""Grain-Free""]"	"Recently bought multiple bags of grain-free food, so might buy additional treats or another variety of 'Taste of the Wild' food."	"{""min"": 58.99, ""max"": 58.99}"	"{}"	"{}"	"{}"	"{}"	"{}"
"6802015"	"1096264"	"5498.77283"	"2013-12-06 00:00:00.000"	"06040-6629"	"MANCHESTER"	"CT"	"Lisa Reed"	"lisa.reed@gmail.com"	"$2b$12$jqFanY7TGByV/XQVkUoMh.XM1EsU9olqVS05odfNUQlp8Jx5.Ibfm"	"E9(9UuZE&uaX"	"This user exhibits a strong preference for dog treats, particularly from the SmartBones brand, indicating a focus on high-quality, rawhide-free options. They have a moderate spending habit, with an average spend around $15, but a higher average for food purchases at about $48.96. The user prefers grain-free options and is actively engaged in purchasing, showing a notable conversion rate of 36%. They are likely to continue buying from brands they are loyal to, such as SmartBones and Wellness."	"[""SmartBones"", ""Wellness""]"	"[""Grain-Free"", ""Rawhide-Free""]"	"Recently bought treats and grain-free dog food, so might buy more grain-free treats."	"{""min"": 48.96, ""max"": 48.96}"	"{}"	"{}"	"{}"	"{}"	"{}"
"4829796"	"4993756"	"5496.06944"	"2015-09-17 00:00:00.000"	"34747-4872"	"Celebration"	"FL"	"Whitney Jordan"	"whitney.jordan@gmail.com"	"$2b$12$TOlyoSlXC8YxIejgy5RC.OduPneTj0Fmp23MoIuUw3wzO1owC2JUm"	"3GftgwFA_AYD"	"The user exhibits a strong preference for purchasing dog food and treats. They have demonstrated brand loyalty primarily towards Purina Beneful, Milk-Bone, and Canine Carry Outs, with a tendency to buy food products that maintain a higher protein content and include grains. Spending habits indicate a focus on mid to low-priced items, as reflected in their average expenditure of approximately $13.93 per product. The user has made frequent purchases, particularly in the 'Food' and 'Treats' categories, suggesting they prioritize these products for their pet's nutrition and enjoyment."	"[""Purina Beneful"", ""Milk-Bone"", ""Canine Carry Outs""]"	"[""High-Protein"", ""With Grain"", ""Pea-Free"", ""Rawhide-Free""]"	"Recently bought Canine Carry Outs and Milk-Bone treats, so might buy more treats or related accessories."	"{""min"": 16.48, ""max"": 16.48}"	"{""min"": 8.99, ""max"": 14.48}"	"{}"	"{}"	"{}"	"{}"
